"CM 12, 03 r 6","","","","","","","Hunzu","20051","Clan:1378 | Clan:1379",""
"CM 12, 03 r 7","","","","","","","Ebabbar- um-ibni","20052","Clan:1380 | Clan:1381",""
"CM 12, 03 r 8","","","","","","","Kuri","20053","Clan:1382 | Clan:1383",""
"CM 12, 03 r 9","","","","","","","Hunzu","20054","Clan:1384 | Clan:1385",""
"CM 12, 04 o 11, o 13","","","","","","","Lu tammar-Adad","20055","Clan:1401 | Clan:1402",""
"CM 12, 04 o 14","","","","","",""," umati","20056","Clan:1403 | Clan:1404 | Clan:1404",""
"CM 12, 04 o 7","","","","","","","Hunzu","20057","Clan:1396 | Clan:1397",""
"CM 12, 04 o 7","","","","","","","Kuri","20058","Clan:1398 | Clan:1399 | Clan:1400",""
"CM 12, 04 r 10","","","","","","","Ebabbar- um-ibni","20058","Clan:1425 | Clan:1426",""
"CM 12, 04 r 11","","","","","","","Ekur-zakir","20059","Clan:1427 | Clan:1428",""
"CM 12, 04 r 12","","","","","","","Ekur-zakir","20060","Clan:1429 | Clan:1430",""
"CM 12, 04 r 5","","","","","","","Ah utu","20061","Clan:1409 | Clan:1410 | Clan:1411",""
"CM 12, 04 r 6","","","","","","","Ah'utu","20062","Clan:1412 | Clan:1413 ",""
"CM 12, 04 r 7","","","","","","","Ah'utu","20063","Clan:1414 | Clan:1415",""
"CM 12, 04 r 8","","","","","","","Hunzu","20064","Clan:1418 | Clan:1419",""
"CM 12, 04 r 9","","","","","","","Kuri","20065","Clan:1420 | Clan:1421 | Clan:1422",""
"CM 12, 05 o 1","","","","","","","Hunzu","20066","Clan:1431 | Clan:1432 | Clan:1433",""
"CM 12, 05 o 9","","","","","","","Kuri","20067","Clan:1434 | Clan:1435 ",""
"CM 12, 05 o 13","","","","","","","Kuri","20068","Clan:1439 | Clan:1440 | Clan:1442",""
"CM 12, 05 r 7","","","","","","","Ah'utu","20069","Clan:1443 | Clan:1444",""
"CM 12, 05 r 8","","","","","","","Ekur-zakir","20070","Clan:1445 | Clan:1446",""
"CM 12, 05 r 9","","","","","","","Lu tammar-Adad","20071","Clan:1447 | Clan:1448 |",""
"CM 12, 05 r 10","","","","","","","Ekur-zakir","20072","Clan:1449 | Clan:1450",""
"CM 12, 05 r 11","","","","","","","Ekur-zakir","20073","Clan:1451 | Clan:1452",""
"CM 12, 05 r 12","","","","","","","Kuri","20074","Clan:1453 | Clan:1454 | Clan:1455",""
"CM 12, 05 r 13","","","","","","","Hunzu","20075","Clan:1456 | Clan:1457",""
"CM 12, 05 r 14","","","","","","","Ekur-zakir","20076","Clan:1458 | Clan:1459 | Clan:1460",""
"CM 12, 05 r 15","","","","","","","Ebabbar- um-ibni","20077","Clan:1461 | Clan:1462",""
"CM 12, 05 r 16","","","","","","","Hunzu","20078","Clan:1463 | Clan:1464 | Clan:1465",""
"CM 12, 05 r 17","","","","","","","Ekur-zakir","20079","Clan:1466 | Clan:1467",""
